followers_count,following_count,followers_following_ratio,account_age_days,bio_length,has_profile_pic,posts_per_day,avg_likes,avg_comments,hashtags_per_post,has_url_in_bio,posting_regularity,content_repetition_score,engagement_consistency,is_fake
261,142,1.8380281690140845,3587,77,1,0.4,34.0,2,3.5,0,0.63,0.2,0.84,0
21,6132,0.003424657534246575,5,0,0,43.69,2.0,0,23.2,0,0.89,0.75,0.2,1
73108,91579,0.798305288330294,339,49,1,4.0,357.0,7,20.6,1,0.7,0.35,0.4,1
1297,123,10.544715447154472,2002,31,1,0.29,4.0,0,0.0,0,0.84,0.14,0.95,0
1,44,0.022727272727272728,1504,103,1,0.68,0.3,0,2.1,0,0.73,0.11,0.58,0
40,5205,0.007684918347742555,119,9,0,24.67,2.0,0,17.5,1,0.92,0.95,0.06,1
4610,97,47.52577319587629,81,149,1,3.54,55.0,1,3.7,1,0.35,0.64,0.45,1
65784,33954,1.9374447782293691,340,97,1,10.78,632.0,22,14.6,1,0.9,0.59,0.35,1
74,1963,0.03769740193581253,19,0,0,14.96,0.0,0,16.0,0,0.91,0.84,0.08,1
25,4114,0.006076810889645114,95,13,1,24.03,0.0,0,27.1,1,0.89,0.96,0.07,1
39019,392,99.53826530612245,1448,101,1,0.53,5.0,0,0.8,0,0.68,0.19,0.61,0
849,391,2.1713554987212276,17,159,1,2.33,52.0,2,5.7,0,0.34,0.6,0.24,1
508,499,1.0180360721442885,626,48,1,0.69,2.0,0,6.3,0,0.88,0.2,0.65,0
3825,26,147.1153846153846,293,92,1,0.04,7.0,0,7.6,0,0.93,0.19,0.7,0
3077,234,13.149572649572649,38,62,1,1.01,80.0,3,5.9,1,0.31,0.51,0.31,1
136,4908,0.027709861450692746,111,118,0,16.6,0.0,0,23.2,0,0.83,0.65,0.19,1
93,5401,0.017219033512312534,106,0,0,42.15,1.0,0,29.7,1,0.89,0.61,0.04,1
403,4794,0.08406341259908219,50,135,0,26.11,5.0,0,29.5,1,0.91,0.71,0.06,1
1028,22,46.72727272727273,2390,56,1,0.43,3.0,0,6.5,0,0.73,0.05,0.74,0
4,5297,0.0007551444213705871,85,16,0,21.42,0.0,0,28.9,1,0.99,0.7,0.03,1
17839,45892,0.3887169877102763,472,52,1,4.85,41.0,1,15.9,1,0.68,0.47,0.32,1
442,2722,0.1623806024981631,92,122,1,24.76,4.0,0,25.3,0,0.77,0.81,0.25,1
24,683,0.03513909224011713,25,12,1,32.54,0.0,0,22.7,0,0.88,0.97,0.06,1
20,740,0.02702702702702703,3327,75,1,0.16,1.0,0,7.1,1,0.74,0.01,0.81,0
142,1983,0.07160867372667676,81,151,1,28.16,7.0,0,28.6,1,0.74,0.56,0.11,1
305,4494,0.06786826880284824,12,128,0,9.9,9.0,0,27.4,0,0.92,0.77,0.16,1
85,195,0.4358974358974359,3866,107,1,0.23,18.0,1,2.4,1,0.86,0.1,0.93,0
2458,108,22.75925925925926,40,130,1,2.95,36.0,0,2.9,0,0.48,0.44,0.31,1
304,1845,0.16476964769647698,1652,70,1,0.1,8.0,0,3.1,1,0.83,0.14,0.61,0
600,35,17.142857142857142,2331,79,1,0.1,10.0,1,5.6,0,0.77,0.0,0.93,0
14,338,0.04142011834319527,3182,71,1,0.1,3.0,0,3.1,0,0.67,0.16,0.71,0
1384,127,10.89763779527559,1104,86,1,0.46,14.0,0,7.4,0,0.32,0.17,0.72,0
888,148,6.0,853,49,1,0.25,5.0,0,7.2,0,0.91,0.23,0.71,0
12,84,0.14285714285714285,2826,96,1,1.69,3.5999999999999996,0,2.1,0,0.34,0.02,0.68,0
66,108,0.6111111111111112,1628,61,0,2.5,19.8,2,7.9,0,0.67,0.21,0.72,0
28012,89905,0.3115733274011456,120,78,1,8.1,95.0,3,13.9,0,0.78,0.67,0.32,1
74,1316,0.05623100303951368,64,0,1,22.95,0.0,0,27.7,1,0.95,0.78,0.11,1
283,3969,0.07130259511211892,19,103,1,8.66,0.0,0,26.2,0,0.93,0.88,0.16,1
65,726,0.08953168044077135,13,10,1,27.74,0.0,0,21.3,0,0.86,0.9,0.02,1
267,92,2.902173913043478,76,109,1,4.76,48.0,0,9.4,1,0.4,0.65,0.5,1
206,44,4.681818181818182,1620,83,1,0.33,10.0,0,5.9,0,0.77,0.16,0.6,0
46,131,0.3511450381679389,862,75,0,2.82,0.0,0,2.5,0,0.75,0.1,0.82,0
25,1890,0.013227513227513227,1134,59,0,0.13,7.5,0,3.4,1,0.56,0.06,0.56,0
23,101,0.22772277227722773,1900,57,1,1.27,6.8999999999999995,0,1.9,0,0.4,0.25,0.92,0
1958,2,979.0,3931,73,1,0.82,7.0,0,7.2,0,0.41,0.21,0.72,0
13,1107,0.011743450767841012,3333,107,1,0.11,1.0,0,2.7,0,0.64,0.06,0.88,0
7,93,0.07526881720430108,1198,126,1,0.76,2.1,0,0.6,0,0.78,0.01,0.85,0
2487,92,27.032608695652176,2280,105,1,1.06,4.0,0,1.4,0,0.43,0.25,0.5,0
119,16,7.4375,1681,47,1,1.26,8.0,0,2.9,0,0.89,0.05,0.86,0
79,4458,0.0177209510991476,69,139,0,22.99,8.0,0,20.7,0,0.84,0.73,0.22,1
123,4830,0.02546583850931677,107,131,1,25.9,2.0,0,20.1,0,0.84,0.87,0.12,1
1115,16,69.6875,1471,0,1,0.83,10.0,0,5.7,0,0.82,0.22,0.66,0
65,3836,0.01694473409801877,72,14,0,18.22,1.0,0,17.8,1,0.86,0.75,0.0,1
244,16,15.25,2497,127,0,2.08,5.0,0,0.9,0,0.85,0.03,0.91,0
405,2038,0.1987242394504416,49,128,1,23.7,5.0,0,25.1,1,0.95,0.79,0.09,1
300,3556,0.0843644544431946,81,111,0,14.61,9.0,0,24.8,1,0.84,0.77,0.22,1
73,3351,0.02178454192778275,118,0,1,16.87,0.0,0,25.7,1,0.92,0.6,0.02,1
959,35,27.4,2219,60,1,0.66,45.0,6,2.1,0,0.82,0.18,0.85,0
223,143,1.5594405594405594,2063,81,1,0.08,26.0,2,6.9,0,0.69,0.1,0.79,0
9023,93971,0.09601898458034926,486,57,1,8.98,22.0,0,12.9,1,0.81,0.55,0.2,1
869,89,9.764044943820224,663,94,1,0.78,2.0,0,7.9,0,0.63,0.23,0.54,0
156,336,0.4642857142857143,1167,21,1,0.49,17.0,1,7.1,0,0.77,0.09,0.72,0
22,4219,0.0052145058070632855,35,13,0,15.96,1.0,0,28.8,0,0.88,0.75,0.02,1
61773,48323,1.2783353682511434,259,55,1,7.1,284.0,6,23.0,0,0.76,0.57,0.34,1
67,1784,0.03755605381165919,77,10,0,39.06,0.0,0,26.9,1,0.87,0.64,0.1,1
266,40,6.65,2776,78,1,0.65,8.0,1,3.1,0,0.3,0.04,0.51,0
4948,445,11.119101123595506,8,154,1,1.41,47.0,0,4.4,1,0.36,0.47,0.3,1
106,258,0.4108527131782946,1398,75,1,0.41,31.799999999999997,1,5.0,0,0.62,0.01,0.8,0
2546,67,38.0,9,86,1,3.46,36.0,0,3.3,1,0.64,0.79,0.2,1
935,446,2.096412556053812,1477,93,1,1.19,10.0,0,0.3,0,0.52,0.18,0.82,0
924,97,9.525773195876289,68,134,1,4.68,98.0,1,5.1,1,0.45,0.76,0.46,1
350,122,2.8688524590163933,869,104,1,0.96,14.0,0,7.4,0,0.91,0.12,0.89,0
8202,170,48.247058823529414,2949,120,1,0.74,5.0,0,3.2,1,0.79,0.02,0.58,0
1764,63,28.0,20,132,1,3.36,95.0,3,7.6,1,0.38,0.45,0.36,1
1,33,0.030303030303030304,1530,83,1,0.86,0.3,0,3.4,1,0.95,0.13,0.51,0
57,30,1.9,2436,47,1,1.23,17.099999999999998,0,2.3,0,0.84,0.17,0.54,0
1790,85,21.058823529411764,25,143,1,1.82,42.0,1,4.2,1,0.32,0.62,0.39,1
12,164,0.07317073170731707,2250,51,1,0.05,2.0,0,0.3,0,0.54,0.16,0.66,0
28,24,1.1666666666666667,3072,67,1,0.81,8.4,1,7.7,0,0.58,0.07,0.56,0
43,105,0.4095238095238095,1155,108,1,0.56,12.9,1,6.7,0,0.64,0.23,0.86,0
36,7271,0.004951175904277266,43,16,0,27.53,1.0,0,22.4,0,0.97,0.72,0.07,1
23,330,0.0696969696969697,823,97,1,0.68,0.0,0,7.1,0,0.78,0.12,0.61,0
1,8,0.125,607,87,1,0.21,0.3,0,0.4,0,0.76,0.09,0.81,0
2,111,0.018018018018018018,1796,52,1,0.6,0.6,0,3.1,1,0.55,0.04,0.6,0
302,3459,0.08730847065625903,129,124,1,6.76,9.0,0,23.7,1,0.75,0.89,0.25,1
56628,95852,0.5907857947669324,335,70,1,13.11,249.0,8,14.7,0,0.78,0.53,0.17,1
85,635,0.13385826771653545,106,18,0,41.5,0.0,0,20.3,0,0.93,0.83,0.06,1
775,29,26.724137931034484,1194,89,1,0.35,7.0,0,4.7,1,0.73,0.0,0.53,0
351,3482,0.10080413555427915,112,110,0,13.19,9.0,0,23.8,1,0.78,0.86,0.19,1
1125,114,9.868421052631579,1807,51,1,0.49,54.0,6,2.0,0,0.56,0.01,0.69,0
26,28,0.9285714285714286,2695,72,1,0.27,3.0,0,0.7,1,0.84,0.16,0.53,0
44,4926,0.008932196508323184,115,0,0,47.44,0.0,0,16.7,1,0.94,0.66,0.18,1
18,149,0.12080536912751678,1774,43,1,0.14,1.0,0,3.0,0,0.43,0.1,0.64,0
175,2252,0.07770870337477798,17,102,0,7.82,4.0,0,28.4,0,0.81,0.64,0.27,1
482,3065,0.1572593800978793,56,140,1,10.1,1.0,0,23.6,0,0.98,0.56,0.17,1
5,5845,0.000855431993156544,35,15,0,38.65,0.0,0,19.2,0,0.92,0.74,0.18,1
37,384,0.09635416666666667,698,93,1,1.22,3.0,0,5.5,1,0.46,0.21,0.59,0
308,2997,0.10276943610276944,25,120,1,15.43,3.0,0,27.0,1,0.82,0.6,0.2,1
414,1608,0.2574626865671642,827,65,1,1.41,66.0,6,7.2,0,0.78,0.21,0.52,0
309,1752,0.17636986301369864,198,139,0,12.42,6.0,0,28.3,0,0.94,0.87,0.09,1
1,4805,0.0002081165452653486,102,19,0,42.77,0.0,0,18.3,1,0.99,0.61,0.03,1
83,19,4.368421052631579,3923,96,1,0.06,1.0,0,5.6,0,0.87,0.07,0.54,0
54,6,9.0,574,127,1,0.37,16.2,0,6.7,0,0.34,0.09,0.93,0
243,1786,0.1360582306830907,195,100,0,25.68,4.0,0,23.2,1,0.75,0.55,0.19,1
256,4869,0.05257753132059971,174,148,1,25.95,4.0,0,22.1,1,0.99,0.57,0.28,1
83726,54670,1.531479787817816,459,31,1,5.72,666.0,0,24.4,0,0.94,0.3,0.29,1
2226,407,5.469287469287469,78,144,1,4.49,25.0,1,5.5,0,0.37,0.47,0.35,1
62,12,5.166666666666667,3410,118,1,0.71,1.0,0,4.6,1,0.35,0.25,0.56,0
222,8,27.75,939,43,1,1.12,12.0,0,3.7,1,0.69,0.07,0.74,0
4092,433,9.450346420323326,3613,99,0,3.68,33.0,3,0.9,0,0.81,0.01,0.53,0
18,171,0.10526315789473684,1821,109,1,3.63,3.0,0,2.8,0,0.63,0.08,0.83,0
789,400,1.9725,958,65,1,0.54,37.0,4,3.1,1,0.85,0.01,0.94,0
438,4109,0.10659527865660745,56,102,1,26.04,2.0,0,27.7,1,0.82,0.63,0.09,1
57042,14139,4.034373010821133,254,34,1,13.22,112.0,3,17.1,1,0.78,0.51,0.28,1
92,4849,0.018972984120437204,46,15,0,28.23,2.0,0,25.8,0,0.86,0.94,0.11,1
2500,44,56.81818181818182,1722,60,1,0.12,19.0,0,4.3,0,0.7,0.14,0.81,0
60,6426,0.009337068160597572,100,0,0,34.09,0.0,0,20.9,0,0.89,0.81,0.16,1
5,2980,0.0016778523489932886,63,0,1,26.83,0.0,0,24.5,0,0.99,0.92,0.04,1
3633,129,28.162790697674417,1639,80,1,0.35,2.0,0,7.1,0,0.75,0.16,0.75,0
104,3407,0.030525388905195187,17,155,0,9.86,5.0,0,26.0,1,0.93,0.8,0.3,1
959,28,34.25,894,57,1,0.22,0.0,0,4.9,1,0.68,0.04,0.72,0
5,656,0.007621951219512195,77,9,0,22.03,2.0,0,16.5,0,0.97,0.97,0.13,1
11829,31502,0.37549996825598375,283,52,1,12.4,24.0,0,22.0,1,0.82,0.42,0.2,1
23,14,1.6428571428571428,2664,104,1,1.33,6.8999999999999995,0,1.0,0,0.92,0.2,0.76,0
105,16,6.5625,1536,112,1,0.07,11.0,1,3.8,0,0.39,0.17,0.61,0
39,79,0.4936708860759494,3917,120,1,0.55,11.7,0,4.9,0,0.57,0.19,0.6,0
14,1055,0.013270142180094787,51,0,1,48.2,2.0,0,22.8,0,0.96,0.84,0.04,1
161,128,1.2578125,309,99,1,5.78,9.0,0,4.5,0,0.47,0.24,0.78,0
54,7166,0.007535584705554005,114,17,0,12.38,0.0,0,17.1,0,0.95,0.92,0.01,1
263,657,0.4003044140030441,1084,72,0,0.16,13.0,1,1.2,0,0.35,0.19,0.76,0
29,1402,0.020684736091298145,3954,77,1,0.05,2.0,0,0.8,1,0.4,0.23,0.81,0
12,157,0.07643312101910828,3306,119,1,0.07,3.5999999999999996,0,3.9,0,0.49,0.05,0.9,0
2381,122,19.516393442622952,12,133,1,1.59,94.0,1,6.5,1,0.46,0.67,0.26,1
8,3797,0.0021069265209375824,49,8,0,37.27,1.0,0,29.5,1,0.99,0.64,0.12,1
94815,12371,7.66429552986824,383,34,1,12.53,590.0,8,21.7,0,0.73,0.66,0.19,1
51,6492,0.007855822550831794,25,0,0,10.53,2.0,0,17.0,0,0.97,0.74,0.06,1
419,2870,0.14599303135888503,111,159,1,23.16,4.0,0,28.3,0,0.82,0.62,0.1,1
75,5595,0.013404825737265416,17,19,0,17.66,1.0,0,16.8,1,0.9,0.69,0.1,1
361,2018,0.17888999008919723,139,152,0,9.8,2.0,0,26.7,1,0.94,0.68,0.28,1
91,5685,0.01600703605980651,53,0,0,20.69,0.0,0,27.5,0,0.97,1.0,0.0,1
606,396,1.5303030303030303,517,107,1,0.57,19.0,1,7.1,0,0.86,0.2,0.87,0
162,12,13.5,1095,62,1,0.22,48.6,6,7.3,0,0.73,0.04,0.7,0
33,4821,0.006845052893590542,100,0,0,41.75,0.0,0,25.3,1,0.87,0.65,0.13,1
1528,56,27.285714285714285,1634,76,1,0.18,5.0,0,5.5,1,0.69,0.17,0.71,0
178,356,0.5,2853,94,1,2.74,27.0,2,7.6,0,0.35,0.17,0.81,0
3,172,0.01744186046511628,3142,74,1,0.55,0.8999999999999999,0,7.5,0,0.6,0.17,0.62,0
64200,19240,3.3367983367983367,470,84,1,6.46,334.0,11,11.0,1,0.83,0.35,0.3,1
376,126,2.984126984126984,2381,72,1,0.09,8.0,0,0.6,1,0.59,0.12,0.75,0
1,1150,0.0008695652173913044,320,55,1,0.73,0.3,0,7.7,0,0.94,0.08,0.58,0
235,360,0.6527777777777778,39,109,1,1.89,8.0,0,8.7,0,0.39,0.75,0.22,1
118,389,0.3033419023136247,2548,54,1,0.35,4.0,0,0.6,0,0.94,0.17,0.74,0
54,4874,0.01107919573245794,9,14,0,31.02,0.0,0,27.8,0,1.0,0.77,0.08,1
1278,11,116.18181818181819,2500,103,1,0.26,383.4,33,6.3,0,0.43,0.02,0.8,0
22,1173,0.01875532821824382,58,13,0,13.56,1.0,0,17.0,0,0.86,0.72,0.17,1
35,43,0.813953488372093,2017,128,1,0.42,10.5,0,6.1,1,0.79,0.09,0.94,0
235,114,2.06140350877193,1370,74,1,0.44,40.0,3,4.4,0,0.82,0.16,0.81,0
323,2373,0.13611462284028655,75,138,1,22.96,9.0,0,27.8,0,0.79,0.8,0.16,1
203,49,4.142857142857143,1433,138,1,1.4,7.0,0,3.1,1,0.54,0.03,0.94,0
382,65,5.876923076923077,797,89,1,0.65,114.6,10,1.6,1,0.9,0.08,0.67,0
747,215,3.474418604651163,383,119,1,0.05,20.0,2,0.5,0,0.33,0.03,0.62,0
48,116,0.41379310344827586,466,26,1,0.73,14.399999999999999,1,2.3,0,0.81,0.12,0.87,0
96,4778,0.020092088740058602,1,17,0,48.99,1.0,0,23.5,0,0.99,0.88,0.19,1
61,811,0.0752157829839704,47,0,0,17.21,1.0,0,17.9,1,0.99,0.81,0.14,1
165,512,0.322265625,1065,125,1,3.54,11.0,0,3.4,1,0.61,0.22,0.52,0
53572,49112,1.09081283596677,214,77,1,10.2,234.0,1,21.4,1,0.73,0.53,0.22,1
1494,109,13.706422018348624,490,65,1,0.03,40.0,3,5.7,0,0.44,0.13,0.87,0
9,3035,0.0029654036243822075,6,0,0,49.0,2.0,0,27.3,1,0.88,0.63,0.12,1
22772,32,711.625,1806,113,1,2.76,1.0,0,7.3,1,0.45,0.06,0.95,0
247,3245,0.0761171032357473,195,137,1,14.5,6.0,0,20.1,0,0.86,0.53,0.11,1
6917,96,72.05208333333333,2254,110,1,1.51,27.0,1,2.2,1,0.54,0.09,0.86,0
2,19,0.10526315789473684,2015,37,0,0.33,0.6,0,2.8,0,0.89,0.2,0.88,0
1078,221,4.877828054298643,1625,95,1,0.03,19.0,2,6.2,0,0.79,0.24,0.69,0
3322,437,7.60183066361556,18,150,1,4.83,91.0,1,8.3,1,0.34,0.49,0.47,1
44,73,0.6027397260273972,2408,130,1,0.97,13.2,0,4.0,1,0.75,0.17,0.52,0
402,1331,0.3020285499624343,44,105,0,6.99,0.0,0,22.6,1,0.78,0.72,0.06,1
8,141,0.05673758865248227,1070,80,1,0.48,2.4,0,7.8,0,0.39,0.1,0.65,0
34,250,0.136,3346,86,1,1.81,10.2,1,6.0,1,0.82,0.03,0.6,0
4,94,0.0425531914893617,918,90,1,1.13,1.2,0,0.3,0,0.65,0.1,0.74,0
412,121,3.4049586776859506,1699,82,1,1.9,15.0,1,3.7,0,0.4,0.12,0.87,0
29,2,14.5,367,96,1,0.29,5.0,0,6.8,0,0.48,0.03,0.61,0
140,1284,0.10903426791277258,1848,107,1,0.75,39.0,1,6.0,0,0.92,0.02,0.53,0
118,45,2.6222222222222222,1732,91,1,3.55,3.0,0,4.8,0,0.41,0.18,0.84,0
7,103,0.06796116504854369,1262,117,1,0.84,2.1,0,6.4,0,0.31,0.04,0.9,0
40,96,0.4166666666666667,1465,61,1,1.14,12.0,1,3.8,0,0.53,0.23,0.87,0
322,15,21.466666666666665,2000,117,1,1.74,34.0,3,7.4,1,0.63,0.0,0.5,0
68,6300,0.010793650793650795,77,13,0,42.41,2.0,0,16.2,0,0.92,0.68,0.09,1
33,283,0.1166077738515901,3425,48,1,1.67,5.0,0,2.6,0,0.53,0.02,0.65,0
142,83,1.7108433734939759,289,51,1,0.42,2.0,0,1.1,1,0.71,0.14,0.57,0
402,1375,0.2923636363636364,126,117,0,28.74,0.0,0,27.2,1,0.73,0.84,0.08,1
77,3052,0.02522935779816514,100,0,1,29.66,0.0,0,25.6,1,0.97,0.76,0.08,1
2321,470,4.938297872340425,88,154,1,3.99,16.0,0,6.8,1,0.6,0.78,0.43,1
27,3772,0.0071580063626723225,22,0,1,27.2,2.0,0,23.9,1,0.97,0.65,0.08,1
4563,11,414.8181818181818,2692,103,1,0.9,71.0,5,1.1,0,0.32,0.25,0.87,0
590,134,4.402985074626866,824,78,0,0.9,25.0,1,1.5,1,0.36,0.04,0.55,0
677,282,2.400709219858156,77,107,1,1.66,40.0,0,9.9,1,0.7,0.68,0.47,1
339,97,3.4948453608247423,2811,89,1,0.27,31.0,1,6.3,1,0.67,0.06,0.87,0
404,1272,0.31761006289308175,10,146,1,27.18,1.0,0,25.9,0,0.73,0.66,0.27,1
166,14,11.857142857142858,3208,44,0,0.44,0.0,0,0.4,0,0.72,0.1,0.51,0
67,75,0.8933333333333333,3650,94,1,0.3,3.0,0,2.7,0,0.35,0.16,0.8,0
861,21,41.0,411,64,1,0.61,20.0,2,0.3,1,0.35,0.22,0.77,0
4006,118,33.94915254237288,56,125,1,4.45,65.0,2,3.1,1,0.4,0.66,0.47,1
143,145,0.9862068965517241,2215,82,1,0.18,1.0,0,0.0,0,0.55,0.22,0.52,0
28,6257,0.004474988013424964,51,12,0,10.53,1.0,0,26.6,1,0.96,0.75,0.11,1
308,21,14.666666666666666,874,102,1,0.88,7.0,0,1.5,1,0.41,0.07,0.58,0
241,263,0.9163498098859315,950,76,1,0.02,8.0,1,2.3,1,0.95,0.08,0.89,0
39,3257,0.01197420939514891,71,10,0,34.18,1.0,0,25.2,0,0.95,0.81,0.15,1
12,93,0.12903225806451613,2693,45,1,1.72,0.0,0,3.1,0,0.59,0.16,0.53,0
129,3807,0.0338849487785658,56,133,1,14.03,7.0,0,26.1,0,0.85,0.55,0.2,1
23,4785,0.004806687565308255,116,0,0,42.7,0.0,0,28.2,0,1.0,0.99,0.03,1
16959,730,23.231506849315068,3804,71,1,1.5,6.0,0,6.0,1,0.46,0.18,0.57,0
144,32,4.5,529,68,1,2.65,2.0,0,2.7,0,0.65,0.2,0.78,0
4672,296,15.783783783783784,1158,74,0,0.02,78.0,5,1.4,0,0.46,0.18,0.9,0
146,12,12.166666666666666,3687,31,1,0.33,21.0,1,0.3,0,0.64,0.2,0.51,0
358,229,1.5633187772925765,2155,160,1,1.08,24.0,3,4.1,0,0.86,0.06,0.7,0
3004,2,1502.0,3619,31,1,0.58,20.0,0,6.0,1,0.56,0.2,0.71,0
257,3013,0.08529704613342184,199,139,0,12.84,4.0,0,21.8,1,0.9,0.64,0.24,1
97,2955,0.03282571912013536,37,11,0,20.91,2.0,0,18.9,1,0.94,0.61,0.03,1
306,28,10.928571428571429,1110,41,1,1.55,29.0,3,1.2,0,0.71,0.02,0.71,0
2366,131,18.061068702290076,2512,96,1,1.06,1.0,0,7.8,1,0.92,0.13,0.8,0
16,282,0.05673758865248227,1851,73,1,0.47,4.8,0,3.0,0,0.36,0.09,0.82,0
97,191,0.5078534031413613,2880,80,1,0.1,29.099999999999998,2,6.8,1,0.9,0.17,0.69,0
0,1012,0.0,110,0,0,30.68,1.0,0,19.5,0,0.98,0.93,0.08,1
71,3,23.666666666666668,1292,105,1,0.22,21.3,2,1.6,0,0.36,0.16,0.73,0
140,28,5.0,1416,93,1,0.04,39.0,4,4.3,0,0.63,0.14,0.52,0
168,2919,0.05755395683453238,14,151,1,10.61,3.0,0,26.3,0,0.91,0.53,0.06,1
836,163,5.128834355828221,2670,85,1,0.34,2.0,0,7.4,0,0.39,0.12,0.64,0
54,3689,0.014638113309840065,88,0,0,26.55,1.0,0,18.3,1,0.95,0.81,0.07,1
330,109,3.0275229357798166,758,153,1,0.41,5.0,0,1.0,0,0.41,0.18,0.59,0
266,5559,0.047850332793667925,3386,82,0,0.05,64.0,2,4.8,0,0.6,0.08,0.68,0
31,292,0.10616438356164383,2880,87,0,1.63,9.299999999999999,1,3.1,0,0.92,0.01,0.74,0
11,12,0.9166666666666666,3757,81,1,1.24,3.3,0,2.8,0,0.74,0.24,0.9,0
704,24,29.333333333333332,1047,119,1,1.03,9.0,0,4.6,0,0.87,0.22,0.92,0
3098,107,28.953271028037385,1479,89,1,1.0,1.0,0,3.0,1,0.92,0.11,0.78,0
3549,125,28.392,61,147,1,4.2,77.0,3,3.3,1,0.38,0.62,0.37,1
3949,194,20.355670103092784,35,131,1,1.05,49.0,2,4.7,0,0.64,0.72,0.3,1
35,202,0.17326732673267325,1675,89,0,0.57,10.5,1,0.4,1,0.54,0.24,0.5,0
348,841,0.41379310344827586,3336,74,1,0.9,2.0,0,5.8,0,0.36,0.17,0.83,0
238,2992,0.07954545454545454,154,101,1,5.36,3.0,0,25.2,0,0.72,0.69,0.28,1
2529,31,81.58064516129032,2577,50,1,1.54,7.0,0,0.1,1,0.35,0.14,0.84,0
28,3808,0.007352941176470588,98,9,0,46.96,2.0,0,15.8,0,0.88,0.62,0.01,1
21,7,3.0,2877,102,1,0.99,6.3,0,1.4,0,0.63,0.03,0.59,0
37,1186,0.031197301854974706,97,16,0,31.26,2.0,0,27.1,0,0.86,0.77,0.03,1
13,47,0.2765957446808511,3206,54,1,0.08,3.9,0,1.9,0,0.9,0.21,0.65,0
40,120,0.3333333333333333,904,62,1,1.94,8.0,0,5.2,0,0.74,0.15,0.6,0
95,1167,0.08140531276778064,173,145,0,5.77,2.0,0,28.1,0,0.74,0.83,0.2,1
60,325,0.18461538461538463,827,101,1,0.68,13.0,0,4.9,0,0.39,0.13,0.89,0
394,9,43.77777777777778,2810,68,1,0.67,2.0,0,1.0,0,0.66,0.08,0.78,0
876,59,14.847457627118644,1143,142,1,0.59,4.0,0,6.9,1,0.35,0.11,0.85,0
121,43,2.813953488372093,2659,109,1,0.08,36.3,2,1.0,0,0.61,0.08,0.84,0
730,369,1.978319783197832,3633,78,1,0.08,5.0,0,7.5,0,0.94,0.01,0.82,0
47,3393,0.013852048334806955,5,0,0,21.11,1.0,0,20.4,1,0.97,0.88,0.02,1
72,2106,0.03418803418803419,83,0,1,10.72,0.0,0,26.4,0,0.91,0.92,0.1,1
39,7129,0.005470612989199046,49,0,1,23.65,1.0,0,17.2,1,0.94,0.9,0.15,1
934,221,4.226244343891403,80,61,1,4.79,90.0,0,5.3,0,0.56,0.8,0.37,1
187,126,1.4841269841269842,907,57,1,1.08,10.0,0,2.6,0,0.87,0.01,0.67,0
345,4019,0.08584224931575019,116,138,1,19.82,4.0,0,24.3,0,0.82,0.62,0.13,1
10452,5,2090.4,986,100,1,0.05,2.0,0,4.1,0,0.78,0.02,0.59,0
67325,46473,1.4486906375745057,346,71,1,12.38,204.0,3,23.3,0,0.81,0.62,0.2,1
34890,95684,0.3646377659796831,385,93,1,14.13,270.0,11,13.6,1,0.95,0.43,0.3,1
146,28,5.214285714285714,1985,102,1,0.35,6.0,0,0.2,0,0.83,0.23,0.89,0
13,181,0.0718232044198895,1002,95,1,0.26,1.0,0,7.1,1,0.57,0.15,0.76,0
721,196,3.6785714285714284,1689,35,1,0.01,20.0,1,5.2,0,0.55,0.19,0.77,0
583,242,2.409090909090909,2562,94,1,2.6,31.0,1,7.5,0,0.64,0.03,0.74,0
1973,772,2.555699481865285,601,105,1,0.49,10.0,0,6.5,0,0.79,0.09,0.53,0
623,8,77.875,1823,80,1,0.33,2.0,0,8.0,0,0.42,0.15,0.61,0
420,88,4.7727272727272725,3808,77,1,0.99,14.0,2,4.6,1,0.69,0.17,0.6,0
36760,68279,0.5383792967090907,212,85,1,13.66,313.0,15,17.3,0,0.63,0.45,0.23,1
83,84,0.9880952380952381,287,39,1,0.42,10.0,1,7.6,0,0.81,0.19,0.91,0
66416,25986,2.555837758793196,184,76,1,8.47,308.0,10,10.3,1,0.91,0.65,0.24,1
11,6,1.8333333333333333,332,75,1,0.16,3.3,0,7.6,1,0.8,0.03,0.94,0
97,3202,0.030293566520924423,147,124,1,27.18,0.0,0,29.0,0,0.72,0.79,0.28,1
4379,60,72.98333333333333,669,25,1,0.44,14.0,0,5.6,0,0.65,0.04,0.56,0
382,4474,0.08538220831470719,104,153,1,27.54,8.0,0,28.4,1,0.7,0.77,0.15,1
327,2380,0.1373949579831933,100,158,1,27.76,0.0,0,21.2,1,0.97,0.55,0.23,1
308,50,6.16,35,121,1,1.98,57.0,1,6.8,0,0.36,0.71,0.48,1
96,850,0.11294117647058824,62,0,0,43.61,2.0,0,16.0,0,0.92,0.87,0.17,1
40,7093,0.005639362752009023,19,0,0,31.97,2.0,0,27.3,1,0.93,0.94,0.16,1
99,4532,0.021844660194174758,70,0,0,18.87,1.0,0,26.3,0,0.98,0.71,0.05,1
3036,159,19.09433962264151,3073,148,1,1.47,24.0,2,2.8,0,0.58,0.01,0.66,0
6,158,0.0379746835443038,653,95,1,1.21,1.7999999999999998,0,5.8,1,0.82,0.01,0.61,0
443,267,1.6591760299625469,2599,110,1,0.32,29.0,1,7.2,1,0.75,0.24,0.82,0
